date;Arconate;Caiolo;Cinisello_PN;Mantova_Lunetta2;Pieve_SGiacomo;Vertemate
19/06/2018;868.62;4178.33;775.79;1246.48;1091.13;766.08
20/06/2018;1284.78;4444.86;881.92;2920.28;1356.47;508.33
21/06/2018;NA;5120.77;1524.18;1236.9;960.79;1186.09
22/06/2018;7619.3;7191.58;2433.9;6217.48;5636.54;2053.25
23/06/2018;1045.38;5355.11;1240.62;2023.33;2067.09;1132.1
24/06/2018;795.87;2795.93;914.51;1477.5;1455.55;642.39
25/06/2018;1898.57;3566.26;1702.4;3731.45;3920.84;1602.65
26/06/2018;644.25;4612.44;1058.68;1056.29;881.79;813.43
27/06/2018;3817.63;5965.05;3679.31;7027.59;6332.13;1925.18
28/06/2018;1147.26;936.05;1035.54;2659.73;1299.68;1082.09
29/06/2018;1060.41;4558.18;1579.38;2366.34;2104.06;1529.77
30/06/2018;1260.97;5243.39;1865.99;2383.63;1465.93;1673.94
01/07/2018;910.78;6662.5;2009.03;3226.31;2831.42;1501.74
02/07/2018;1784.73;6948.45;1878.43;1716.16;1168.67;15466.3
03/07/2018;3072.98;6042.85;1778.88;2629.81;3569.32;2367.67
04/07/2018;1151.51;6478.3;1587.22;1865.72;1934.54;787.63
05/07/2018;5958.67;2327.63;2338.67;2317.39;2361.15;1549.18
06/07/2018;1914.93;1880.62;1463.53;2132.92;2163.11;2078.26
07/07/2018;1000.69;2726.5;718.2;1203.65;888.71;737.35
08/07/2018;1572.06;4901.05;1427.89;1855.84;2132.79;1315.5
09/07/2018;1273.61;4931.11;1652.92;1587.76;1370.43;1511.15
10/07/2018;1461.94;4587.97;1010.8;2467.15;2189.85;1798.62
11/07/2018;2326.97;5322.66;1809.86;3151.83;3092.42;1730.86
12/07/2018;1220.94;4036.82;1120.66;1288.5;1272.81;1152.84
13/07/2018;950.42;4260.92;940.04;1858.28;641.06;866.1
14/07/2018;680.96;3813.64;2414.75;3585.68;914.38;2333.35
15/07/2018;530.8;4548.6;795.87;3713.09;641.59;737.35
16/07/2018;2796.19;5064.64;1617.19;3956.48;4144.81;1822.1
17/07/2018;1149.12;798.8;2364.34;1936.21;2535.64;4207.59
18/07/2018;950.95;4135.77;1021.44;1187.03;766.08;2353.3
19/07/2018;1299.14;4502.71;906.53;737.88;674.71;6774.22
20/07/2018;1223.33;4447.92;1072.51;4341.12;4133.64;5731.22
21/07/2018;2593.21;1226.77;1276.13;2084.64;2087.3;7048.73
22/07/2018;1273.61;2442.94;1725.67;2292.67;1649.2;1616.62
23/07/2018;1154.84;1671.81;1103.24;3067.78;854.39;1377.88
24/07/2018;859.71;4263.18;821.41;749.32;574.56;702.24
25/07/2018;892.96;4172.48;759.7;871.42;492.77;694.26
26/07/2018;2567.57;4357.08;2204.61;2770.66;2797.26;3522.64
27/07/2018;879.8;4482.1;945.1;942.84;670.32;536.26
28/07/2018;2082.25;3456.8;1756.66;2032.64;1564.08;1698.68
29/07/2018;801.99;3796.88;443.69;962.79;422.67;399
30/07/2018;824.6;4383.68;653.43;1231.85;376.12;361.36
31/07/2018;1295.42;4319.84;1217.75;1500.24;572.17;1575.25
01/08/2018;3471.54;5939.78;2624.62;922.35;1541.74;3473.56
02/08/2018;1621.8;2574.88;NA;3560.81;1434.8;751.32
03/08/2018;1615.95;3444.3;NA;734.82;829.52;1107.69
04/08/2018;924.48;4669.9;925.68;1537.98;975.69;NA
05/08/2018;2168.17;3513.33;1604.77;1052.3;353.78;1736.45
06/08/2018;5322.66;3207.29;NA;991.12;720.59;6991.09
07/08/2018;6433.79;1302.34;NA;1436.4;1568.07;2465.52
08/08/2018;1519.39;2922.41;1212.16;1518.06;807.58;1077.3
09/08/2018;1650.8;3230.3;3871.63;3128.43;7174.95;5379.32
10/08/2018;1227.68;1426.42;968.24;981.94;877.8;860.24
11/08/2018;1632.71;3996.38;2306.75;2815.72;526.81;977.55
12/08/2018;1587.22;4190.3;1552.78;2925.47;2399.32;790.42
13/08/2018;1498.64;3768.69;3407.46;3278.18;3034.53;6016.92
14/08/2018;1368.57;2069.61;798.13;1276.09;541.84;522.69
15/08/2018;1027.03;4059.16;757.09;1170.4;1256.85;3824.02
16/08/2018;974.76;4464.94;992.18;719;593.84;3970.05
17/08/2018;668.46;2885.57;626.43;866.76;455.39;19997.88
18/08/2018;919.83;2800.45;1330;632.81;336.49;390.62
19/08/2018;842.69;3481.81;919.83;2378.57;536.26;665.53
20/08/2018;1960.69;4116.62;644.25;871.81;461.24;483.85
21/08/2018;1601.32;3381.52;NA;1562.75;883.65;1062.94
22/08/2018;627.76;978.61;698.25;771;438.9;350.99
23/08/2018;1616.08;3495.24;2051.92;1313.38;389.16;3385.56
24/08/2018;1792.17;3256.64;1079.03;2860.03;1838.59;1443.05
25/08/2018;2820.13;1898.71;1469.65;4196.34;3942.92;1685.51
26/08/2018;7866.95;2245.04;1849.37;2545.62;2930.52;1290.37
27/08/2018;922.35;2750.84;608.47;945.1;380.65;689.6
28/08/2018;938.45;4584.78;610.47;920.36;605.68;504.87
29/08/2018;683.09;2437.49;463.77;884.45;520.69;540.51
30/08/2018;1202.85;1844.71;985.53;1165.08;990.58;840.29
31/08/2018;2838.75;2899.4;1325.48;3711.63;2207.27;4153.99
01/09/2018;1863.33;694.39;584.67;2673.3;1407.8;1062.94
02/09/2018;1995;1676.33;1214.29;1085.55;1546.12;1119.86
03/09/2018;684.68;2759.08;1056.29;1954.3;1569.8;1107.22
04/09/2018;579.08;2825.45;616.46;1416.45;1399.82;808.64
05/09/2018;675.91;2771.45;546.36;496.36;413.36;638.4
06/09/2018;1513.01;1870.38;2875.99;1082.62;2968.16;2268.58
07/09/2018;582.81;1137.82;482.79;833.75;901.08;585.2
08/09/2018;621.38;4213.44;395.94;861.71;561.79;619.51
09/09/2018;379.85;2264.72;520.43;494.49;508.72;828.86
10/09/2018;453.53;2756.69;NA;603.29;468.83;562.99
11/09/2018;374.53;2385.22;280.9;506.73;422.67;497.95
12/09/2018;556.74;3591;378.92;580.94;437.57;691.6
13/09/2018;2783.48;2188.38;1161.89;969.17;596.9;5740.28
14/09/2018;537.72;2112.7;625.63;NA;980.21;610.47
15/09/2018;815.96;3256.64;933.66;NA;1027.43;890.57
16/09/2018;913.71;1484.28;1662.63;NA;1562.48;5998.3
17/09/2018;523.09;2370.06;559.66;NA;1514.6;951.35
18/09/2018;729.37;1052.16;266;NA;507.79;804.65
19/09/2018;710.75;2100.73;246.58;558.47;754.11;440.5
20/09/2018;392.48;3983.48;NA;484.12;544.9;546.9
21/09/2018;395.01;2367.67;534.66;539.98;450.87;478.8
22/09/2018;702.24;3695.01;1519.52;4059.17;1886.74;493.43
23/09/2018;1216.79;4835.88;1762.25;1302.66;632.02;1388.52
24/09/2018;NA;3115.66;5229.56;6661.3;7837.69;4753.69
25/09/2018;1146.99;4220.76;1006.14;3031.34;4351.49;1286.38
26/09/2018;895.62;2006.17;1242.88;2873.6;2716.39;1138.21
27/09/2018;375.06;982.07;233.42;1331.06;646.38;446.88
28/09/2018;437.44;850.67;390.62;1648.27;1356.6;401.13
29/09/2018;1565.41;4081.37;1200.99;2936.64;1924.78;1003.09
30/09/2018;823;3684.1;685.22;1504.89;1766.64;539.45
01/10/2018;3708.17;1021.9;869.02;1770.36;1663.3;1375.35
02/10/2018;2385.49;816.09;576.56;1429.22;976.75;723.39
03/10/2018;533.06;NA;325.58;477.2;505.4;463.64
04/10/2018;624.44;NA;578.55;1483.48;954.28;717.67
05/10/2018;491.04;2055.78;400.6;1180.38;1210.3;567.91
06/10/2018;409.24;444.75;552.62;919.75;838.77;494.76
07/10/2018;356.44;1000.16;562.32;1233.58;964.25;636.8
08/10/2018;425.73;1347.42;363.89;279.3;738.15;402.19
09/10/2018;416.96;2105.92;376.12;555.41;379.85;734.82
10/10/2018;1010.8;1001.49;1310.85;3016.57;NA;1134.89
11/10/2018;1527.9;397.94;1114.01;3686.76;NA;1234.51
12/10/2018;725.65;2586.58;1015.06;1424.7;NA;605.68
13/10/2018;694.53;3404.27;834.31;755.44;487.31;806.78
14/10/2018;304.84;2869.21;312.42;1807.47;1109.09;504.34
15/10/2018;963.98;130.34;906.66;3597.25;1830.08;638.4
16/10/2018;386.23;1027.82;370.14;661.81;658.35;234.61
17/10/2018;600.5;820.34;307.23;981.94;599.83;636.8
18/10/2018;295.66;268.13;284.62;754.11;614.86;371.07
19/10/2018;509.39;3157.95;501.41;365.48;420.15;408.97
20/10/2018;406.71;2257.54;661.81;766.08;461.78;651.7
21/10/2018;5998.3;3378.73;4386.47;9602.33;11004.42;4482.36
22/10/2018;564.19;1675.18;955.21;1260.84;1304.73;917.7
23/10/2018;394.21;836.84;1331.73;1795.5;1165.08;887.11
24/10/2018;3954.49;6794.44;NA;2534.32;7745.92;2961.78
25/10/2018;5844.95;1945.79;NA;2585.52;1247.54;3582.62
26/10/2018;446.08;3066.71;343.14;NA;840.29;448.83
27/10/2018;2867.92;1281.45;1784.33;1947.78;2127.47;3608.8
28/10/2018;3301.99;2122.95;2409.96;2370.72;2441.88;6128.59
29/10/2018;6921.05;2527.8;6517;13724.8;10974.76;12049.8
30/10/2018;9749.43;1435.34;3947.44;3138.13;5077.67;10192.59
31/10/2018;1701.42;472.42;876.74;3107;4666.65;987.52
01/11/2018;1788.18;1484.28;2665.32;6710.99;8278.45;3199.78
02/11/2018;1170.93;1107.89;263.34;569.77;1307.12;1309.21
03/11/2018;1254.99;201.89;473.75;877;972.23;1573
04/11/2018;1608.29;494.49;1747.12;3418.63;1808.27;1048.41
05/11/2018;784.04;323.19;983.93;3715.75;3688.86;1585.64
06/11/2018;NA;204.29;3026.02;2380.43;2208.6;3043.04
07/11/2018;NA;297.26;1190.35;1320.32;523.75;1672.49
08/11/2018;256.13;915.7;679.9;1029.95;904.93;371.74
09/11/2018;NA;413.76;311.62;501.94;596.11;1471.01
10/11/2018;NA;969.57;1455.13;1050.17;1242.88;2463.43
11/11/2018;NA;449.81;1065.4;1110.02;1719.99;2340.4
12/11/2018;NA;343.67;456.19;521.36;570.57;216.29
13/11/2018;NA;195.38;846.54;835.11;1039;533.2
14/11/2018;NA;321.86;307.12;474.01;722.72;368.68
15/11/2018;159.2;123.69;378.65;392.88;268.88;245.78
16/11/2018;1236.48;921.82;1419.11;5777.79;4685.59;828.32
17/11/2018;403.39;1461.67;1158.43;3844.37;3852.88;1630.31
18/11/2018;300.45;347.13;NA;2839.68;1738.58;912.91
19/11/2018;1735.78;1245.81;1335.69;7952.87;4010.51;963.08
20/11/2018;319.81;494.76;761.88;5897.32;2346.92;356.85
21/11/2018;NA;71.82;809.97;2403.58;1864.13;NA
22/11/2018;165.72;544.5;232.46;984.26;741.08;100.55
23/11/2018;1361.93;752.12;442.21;3522.33;NA;911.45
24/11/2018;966.14;1088.47;1129.25;5367.44;5027.22;1773.51
25/11/2018;284.62;646.64;534.66;1276.8;1554.11;309.49
26/11/2018;725.63;447.68;1123.36;1963.15;2241.85;545.83
27/11/2018;4359.87;160.4;847.48;1463.53;779.25;1575.25
28/11/2018;1185.03;140.05;408.58;504.74;285.15;409.64
29/11/2018;776.72;81.93;830.72;740.28;494.49;430.12
30/11/2018;269.32;271.32;417.09;502.03;295.26;638.33
01/12/2018;277.44;138.32;442.62;768.21;726.18;242.06
02/12/2018;247.38;363.89;553.01;1569.8;936.32;1202.59
03/12/2018;479.33;852.8;711.02;680.56;886.44;616.59
04/12/2018;207.61;375.99;709.95;893.76;1243.28;838.17
05/12/2018;692.66;225.04;861.44;939.11;239.4;896.42
06/12/2018;296.86;201.1;754.11;859.18;529.87;686.28
07/12/2018;186.73;277.7;269.32;1011.07;1177.85;247.38
08/12/2018;1627.92;559.8;3569.45;2152.9;4230.46;3196.92
09/12/2018;638.4;494.76;1925.84;5325.32;5245.52;2769.86
10/12/2018;5772.2;2018.94;7852.32;5878.87;7151.14;4292.84
11/12/2018;2469.01;1072.51;3349.47;1930.89;1251.26;2734.21
12/12/2018;405.38;68.89;351.12;323.32;1094.32;689.47
13/12/2018;485.98;176.89;619.25;2118.02;450.07;648.51
14/12/2018;312.95;46.55;349.66;450.07;250.97;373.06
15/12/2018;466.7;NA;919.83;1481.09;1059.61;1220.94
16/12/2018;402.19;225.57;435.71;402.19;234.61;168.91
17/12/2018;485.18;91.24;865.43;2271.64;1584.56;630.42
18/12/2018;279.3;95.89;491.24;1130.5;NA;423.47
19/12/2018;284.09;576.62;809.5;517.77;NA;NA
20/12/2018;224.4;215.46;611.8;2317.39;1383.2;385.17
21/12/2018;363.89;329.57;1295.73;1046.98;1177.82;224.49
22/12/2018;222.38;190.85;916.37;863.04;1293.82;576.95
23/12/2018;282.49;250.44;350.06;377.06;649.46;567.51
24/12/2018;NA;624.04;5736.16;1840.45;2399.32;6435.07
25/12/2018;702.24;186.86;NA;1213.76;1303.93;421.34
26/12/2018;260.68;459.65;667.13;1062.14;937.65;347.13
27/12/2018;300.58;56.66;442.89;969.7;703.84;297.26
28/12/2018;134.06;356.31;126.35;1206.84;889.5;133
29/12/2018;212.8;161.06;402.19;444.35;898.81;266
30/12/2018;NA;NA;1190.62;1597.6;5652.77;3242.67
31/12/2018;469.62;495.96;526.68;986.33;883.25;739.48
01/01/2019;672.98;326.25;1240.09;1647.07;1608.77;960.79
02/01/2019;NA;3987.61;NA;1655.85;1406.87;6238.36
03/01/2019;NA;10083.53;NA;743.2;193.51;1206.58
04/01/2019;205.35;307.27;312.82;957.6;644.25;328.78
05/01/2019;300.45;397.67;2349.31;1324.41;511.78;1034.08
06/01/2019;6544.26;272.12;3000.48;1280.79;678.3;2375.65
07/01/2019;1385.33;101.48;1052.96;798.8;560.73;1719.29
08/01/2019;532.66;330.11;455.39;1020.67;647.35;1101.24
09/01/2019;5833.25;3886.79;7827.85;2518.49;3670.39;5670.59
10/01/2019;7903.13;175.56;2334.95;1673.94;978.88;3156.89
11/01/2019;1680.59;94.7;1096.72;1276.67;895.36;1307.12
12/01/2019;259.75;500.35;368.68;1090.6;990.72;243.39
13/01/2019;349.66;452.47;1200.99;275.31;271.32;1210.3
14/01/2019;10788.96;2739.27;7832.77;2344.52;6083.55;4700.22
15/01/2019;5245.52;1039;1281.06;1256.85;1493.86;2118.02
16/01/2019;385.7;86.18;566.05;770.73;300.58;1340.64
17/01/2019;416.02;295.79;639.73;566.58;437.3;432.92
18/01/2019;6157.77;148.96;1605.58;5102.92;4030.3;1681.65
19/01/2019;641.06;537.32;578.55;3440.98;3872.02;410.34
20/01/2019;263.34;57.72;302.84;295.26;358.83;430.12
21/01/2019;371.74;59.85;401;593.84;865.83;361.76
22/01/2019;280.9;175.56;413.76;1086.72;728.57;621.64
23/01/2019;1465.13;641.59;1372.56;3164.07;2482.98;1005.48
24/01/2019;621.78;87.38;747.44;3966.06;1197;510.72
25/01/2019;856.65;157.34;1117.73;871.82;744.8;1035.8
26/01/2019;459.65;437.74;285.68;524.29;327.71;502.74
27/01/2019;762.89;318.4;425.73;2268.58;646.38;NA
28/01/2019;2542.96;227.43;2002.85;2475.6;2002.58;1196.47
29/01/2019;1173.33;208.54;739.35;1392.38;859.18;1013.19
30/01/2019;842.55;1652.79;923.55;3728.66;624.83;943.24
31/01/2019;834.18;279.3;371.07;800.47;644.18;712.75
01/02/2019;NA;775.61;NA;1685.38;2316.86;NA
02/02/2019;NA;553.01;761.71;1967.51;1417.78;1692.92
03/02/2019;1120.66;278.13;745.53;2669.73;2552.94;1546.66
04/02/2019;914.77;149.23;532;1426.29;975.16;804.38
05/02/2019;347.13;167.58;300.85;1830.61;1228.12;472.55
06/02/2019;389.42;NA;382.11;835.11;980.34;553.41
07/02/2019;234.08;191.52;428.26;360.7;948.02;678.3
08/02/2019;271.32;171.17;266.53;756.9;1131.16;293.66
09/02/2019;264.54;189.13;1143.27;785.9;809.97;568.57
10/02/2019;499.05;800.51;1195.67;1630.05;1253.68;293.66
11/02/2019;NA;3199.98;NA;9960.45;7576.48;8214.74
12/02/2019;1637.5;373.46;4154.39;2604.67;2396.66;2647.76
13/02/2019;1119.46;321.86;1306.19;1428.42;554.88;1126.78
14/02/2019;627.49;293.93;1141.14;1653.32;1359.53;720.19
15/02/2019;477.2;247.65;687.34;1379.74;744.4;564.98
16/02/2019;579.08;288.08;686.28;1775.55;1891.26;937.25
17/02/2019;636.27;79.8;705.43;1753.47;1022.64;1157.1
18/02/2019;666.33;412.96;945.1;1605.04;906.53;667.66
19/02/2019;872.48;535.99;NA;1872.64;847.21;1149.12
20/02/2019;621.91;956.8;463.9;707.15;633.33;608.87
21/02/2019;522.16;1117.33;619.12;691.6;520.56;567.38
22/02/2019;1898.18;4161.97;783.1;4056.23;2253.55;1334.52
23/02/2019;2654.41;4594.35;3493.91;4709.8;5456.32;8438.58
24/02/2019;381.71;1098.58;734.16;1303.4;813.43;918.9
25/02/2019;591.85;585.2;517.77;1830.61;786.03;717.67
26/02/2019;579.08;1005.48;681.49;1569.27;1472.31;781.24
27/02/2019;474.01;1957.63;351.92;1764.64;700.25;946.83
28/02/2019;917.17;1022.5;2328.43;1460.34;2844.07;2066.55
01/03/2019;2759.22;2196.1;1139.54;1097.25;827.93;1731.66
02/03/2019;1512.88;1950.31;549.29;763.69;715.01;1088.07
03/03/2019;912.11;3328.32;649.57;452.07;530.67;784.7
04/03/2019;566.05;1516.2;867.69;1958.03;2221.63;325.58
05/03/2019;554.61;660.74;970.9;2439.22;1407.67;1874.9
06/03/2019;830.45;4085.76;968.51;1761.65;1239.69;801.19
07/03/2019;1138.35;374;4465.08;5848.54;9489.02;3252.78
08/03/2019;772.46;1501.04;1900.3;3108.21;966.38;815.56
09/03/2019;958.66;3711.63;1953.5;2265.52;1498.64;1268.95
10/03/2019;672.45;6373.36;1740.97;1015.32;1165.08;869.02
11/03/2019;NA;4496.33;15160;11449.44;NA;6040.06
12/03/2019;6833.01;1627.92;4880.57;2480.18;3192;2259.14
13/03/2019;4535.3;3201.58;4723.89;907.72;2374.05;4168.75
14/03/2019;739.75;2470.61;1796.83;2804.97;3028.94;1448.37
15/03/2019;1846.57;746.93;3152.1;2001.38;1979.04;3315.96
16/03/2019;983.14;1005.08;2149.81;1376.55;1562.48;2390.54
17/03/2019;899.08;6756.4;1276.67;532;795.34;823.94
18/03/2019;8907.01;3135.76;4644.49;3300.53;3950.1;3309.31
19/03/2019;1170.4;1560.89;1167.47;3128.16;1652.79;1504.23
20/03/2019;737.35;NA;907.06;NA;3077.89;1034.08
21/03/2019;653.43;977.55;908.52;1299.14;694.13;976.75
22/03/2019;427.2;2604.14;513.91;702.51;1035.27;782.04
23/03/2019;742.14;4015.8;598.5;613.8;520.56;845.61
24/03/2019;690.8;3332.45;960.53;1651.86;898.02;1279.46
25/03/2019;23666.59;8297.87;NA;3821.27;4064.21;12595.62
26/03/2019;8983.49;2806.3;3065.92;8560.94;8490.72;4302.19
27/03/2019;1388.52;4433.16;1333.72;4111.3;2807.9;1925.84
28/03/2019;1248.07;5312.29;1217.22;3531.82;2328.16;742.67
29/03/2019;759.7;2990.37;612.6;1536.15;538.38;1072.51
30/03/2019;672.58;4389.4;656.36;1232.11;754.11;909.72
31/03/2019;515.91;4549.93;561.93;1421.24;1062.14;586.53
01/04/2019;1301.4;3657.5;NA;2045.27;1101.24;1002.29
02/04/2019;1860.94;2911.1;1324.55;1753.47;1659.84;1627.39
03/04/2019;4315.24;856.25;3243.81;3123.16;2546.1;4738.79
04/04/2019;9114.21;1607.17;6707.51;5828.11;5151.42;12337.27
05/04/2019;789.09;1431.61;732.83;2899.48;1762.78;476.67
06/04/2019;1244.88;3160.61;1404.88;2322.18;2943.82;1334.26
07/04/2019;973.56;4681.2;804.38;2719.05;1521.52;579.35
08/04/2019;1250.87;1112.55;1825.82;3856.47;3430.34;1432.41
09/04/2019;2455.58;3178.03;1471.38;2089.16;2496.68;887.78
10/04/2019;1024.1;1984.89;NA;2445.97;1239.03;1264.03
11/04/2019;630.42;3715.75;NA;2800.98;2786.35;944.35
12/04/2019;712.88;4243.1;1370.34;2585.52;1721.42;985.09
13/04/2019;2299.05;5206.95;1705.72;1339.44;1938.74;1309.25
14/04/2019;2473.8;2090.07;1344.36;4594.48;3510;2546.82
15/04/2019;1055.75;2947.28;1176.28;1559.56;857.85;1288.24
16/04/2019;889.5;4235.38;573.5;1008.14;560.73;522.29
17/04/2019;547.43;2032.37;718.2;1041.79;550.89;721.39
18/04/2019;1516.2;2832.63;1474.7;2334.95;2475.4;1526.18
19/04/2019;1086.88;3207.96;816.22;1641.09;874.87;792.95
20/04/2019;945.1;2022.93;1056.29;2568.5;1825.82;1062.94
21/04/2019;1013.86;2219.1;947.62;2156.2;1927.17;1181.44
22/04/2019;1950.01;3665.48;2022.13;5213.6;5794.11;1541.74
23/04/2019;2973.75;2195.3;1541.74;8973.38;8731.18;1770.36
24/04/2019;2751.82;605.68;2078.26;1885.41;2010.72;4773.75
25/04/2019;1142.2;1122.39;924.75;2577.54;1723.41;1443.85
26/04/2019;7381.5;3174.04;3326.86;2866.92;6184.23;3177.78
27/04/2019;1092.06;1306.59;1533.36;2779.7;2300.5;1681.12
28/04/2019;4200.67;2250.36;3314.89;3137.6;7224.56;5573.23
29/04/2019;2109.38;1336.65;1587.62;2904.72;1621.54;1636.96
30/04/2019;1829.02;1908.28;1689.1;2592.84;2713.86;2590.71
01/05/2019;787.36;2251.16;869.29;1355.54;1173.06;1193.81
02/05/2019;2461.83;3775.34;3946.64;2336.54;5532.14;2588.31
03/05/2019;2398.26;4193.22;1600.52;2378.84;2563.44;2313.53
04/05/2019;1307.12;4882.7;992.58;1931.43;1009.47;1590.17
05/05/2019;14257.33;4440.87;3566.53;6384;16087.68;11636.93
06/05/2019;1739.64;NA;1436.67;1602.92;877.77;1824.76
07/05/2019;1193.81;3869.9;1324.55;2915.36;1500.9;841.22
08/05/2019;1182.64;850.67;960.26;1875.67;1628.96;1199.33
09/05/2019;847.87;3805.66;938.32;2334.95;1642.55;842.69
10/05/2019;774.06;4036.28;700.11;1596.8;973.03;803.32
11/05/2019;1237.7;2197.56;1393.71;4131.91;6504.5;3511.2
12/05/2019;10191.79;4389;926.48;2104.06;3778.13;4515.08
13/05/2019;6959.49;5429.59;1995.27;1448.9;4746.1;2427.12
14/05/2019;3174.31;5059.32;3427.68;5024.61;5622.84;2585.52
15/05/2019;4194.29;5265.34;2621.43;1908.95;2869.21;3016.44
16/05/2019;732.56;3669.6;NA;1091.4;1962.55;1008.27
17/05/2019;1237.7;2860.03;1648.8;3367.56;3368.09;1340.11
18/05/2019;1360.99;3298.93;979.01;6376.02;4458.69;1101.24
19/05/2019;494.49;1661.84;316.01;3882.54;1099.64;341.14
20/05/2019;1202.19;841.62;1050.17;2032.64;1904.43;1015.59
21/05/2019;1584.56;1127.31;2581.53;1768.9;3176.04;2568.36
22/05/2019;1078.5;3331.78;1805.48;1636.42;1509.82;1461.94
23/05/2019;NA;3803.8;668.32;1587.02;1113.21;826.33
24/05/2019;484.78;4645.29;551.55;1367.37;1245.81;3057.48
25/05/2019;2524.74;NA;1808.53;4249.22;4313.85;2401.18
26/05/2019;782.04;NA;NA;1694.15;850.4;3101.83
27/05/2019;1503.96;NA;1410.2;3503.75;2033.3;1493.32
28/05/2019;6647.34;NA;5192.85;5062.51;3386.45;3021.23
29/05/2019;1621;NA;1090.6;1024.63;1739.74;1314.04
30/05/2019;1503.96;NA;NA;2203.28;2355.43;1367.37
31/05/2019;702.24;NA;872.48;1321.49;789.22;1269.48
01/06/2019;710.62;4170.35;904.4;1362.98;674.71;1034.21
02/06/2019;770.87;3894.37;445.02;835.11;392.62;867.16
03/06/2019;1069.32;3956.75;929.94;473.48;474.54;1002.69
04/06/2019;857.58;743.74;684.28;884.18;1061.34;779.38
05/06/2019;2024.92;3036.12;1202.59;2128.66;837.9;1566.74
06/06/2019;2043.28;3827.61;NA;1700.94;4801.3;1502.9
07/06/2019;867.82;3456.67;1133.96;1652.92;1474.17;747.99
08/06/2019;969.57;4108.9;972.89;1059.21;735.36;1030.88
09/06/2019;1650.26;2235.46;1173.06;2805.77;3311.7;1650.8
10/06/2019;2205.54;1365.64;2163.64;4940.95;4061.82;2820.93
11/06/2019;775.79;5622.31;1382.27;2085.44;2712.93;2493.13
12/06/2019;2408.9;2738.47;3212.75;1971.18;2759.08;2238.92
13/06/2019;974.49;3781.86;748.39;2098.61;1865.06;851.47
14/06/2019;1205.51;3525.83;975.42;3342.69;3174.44;1753.74
15/06/2019;1583.63;3731.45;1832.21;2012.02;2887.03;1131.16
16/06/2019;NA;2266.32;2176.94;3154.36;3749;612.46
17/06/2019;1536.15;3990;1531.89;3479.01;2630.21;876.2
18/06/2019;1473.37;3846.11;510.72;1109.62;974.36;11785.93
19/06/2019;1926.77;3500.03;1369.37;1535.35;1599.33;841.22
20/06/2019;1580.31;4458.69;1979.04;1393.57;2295.71;3428.21
21/06/2019;NA;507.53;835.9;1576.05;906.53;827.79
22/06/2019;2719.05;3946.51;2714.8;5988.99;5260.95;6919.46
23/06/2019;537.85;3390.57;574.56;1177.71;854.39;710.22
24/06/2019;471.09;3828.41;798.13;1786.19;861.18;413.23
25/06/2019;392.62;3591;881.92;922.35;731.77;382.11
26/06/2019;596.5;2926.13;360.43;662.34;536.26;416.69
27/06/2019;953.61;1623.4;2200.35;2128;1517.8;5044.02
28/06/2019;1293.29;3012.98;1608.77;4229.53;3305.98;1444.38
29/06/2019;1862.93;4088.95;1627.92;3277.25;3098.37;5637.74
30/06/2019;686.28;4034.42;474.01;1073.97;564.19;550.89
01/07/2019;4757.41;7979.2;3015.24;3418.23;8008.73;3366.36
02/07/2019;4647.55;3455.87;2086.37;NA;1293.82;2110.98
03/07/2019;1485.88;3911;1850.03;5615.79;3968.05;1776.35
04/07/2019;1067.99;4343.91;600.5;1365.91;1347.56;551.15
05/07/2019;1006.54;4621.88;1694.69;1901.5;679.9;1379.88
06/07/2019;1590.81;4716.71;1331.33;2043.17;643.72;824.6
07/07/2019;1189.02;4066.61;2824.26;2830.24;1856.95;2050.86
08/07/2019;1041.66;3623.98;976.75;2808.96;1484.28;1182.64
09/07/2019;1929.03;4622.02;2937.13;2994.1;5123.16;2280.41
10/07/2019;2626.35;5829.52;1214.29;4268.64;3608.56;1485.88
11/07/2019;985.53;5227.43;859.18;1677.66;1850.3;640.53
12/07/2019;1051.23;3861.79;1407.67;3305.58;2960.61;1296.35
13/07/2019;2556.93;2147.95;1977.98;5339.95;5590.14;1704.79
14/07/2019;2283.34;3414.91;1704.53;2156.82;2212.06;1410.07
15/07/2019;4759.27;3247.86;1745.04;3673.59;NA;3926.16
16/07/2019;700.24;4261.32;721.26;1433.21;670.32;923.02
17/07/2019;727.91;5124.22;1228.92;971.96;353.12;1390.12
18/07/2019;1875.17;5116.24;1459.14;1420.44;717.8;1111.88
19/07/2019;631.08;3879.88;472.95;1127.57;373.46;531.34
20/07/2019;876.87;4366.66;1031.81;888.44;376.12;3015.07
21/07/2019;1079.03;4014.47;1351.81;1693.22;944.3;1077.3
22/07/2019;780.05;3806.46;662.87;893.76;345.27;856.65
23/07/2019;1002.82;4279.27;489.71;1234.51;597.97;498.75
24/07/2019;1064.13;4860.35;883.39;924.75;456.19;988.06
25/07/2019;714.21;3847.69;753.31;1030.88;3650.02;706.23
26/07/2019;1590.81;2888.36;1943.93;3160.08;1920.52;1657.45
27/07/2019;1592.01;2304.22;4356.95;3866.31;5387.03;3122.57
28/07/2019;839.76;NA;2405.7;1268.82;1342.24;1943.13
29/07/2019;1492.26;1760.92;1808.53;842.69;1550.51;1444.38
30/07/2019;952.41;4373.84;1249.4;778.05;1019.84;987.52
31/07/2019;1079.83;1819.44;967.18;2520.88;1463.66;1098.85
